Date,Day,Temperature
20/06/2005,171,12.30449118
21/06/2005,172,11.67687669
22/06/2005,173,13.74336358
23/06/2005,174,12.37278436
24/06/2005,175,12.47265555
25/06/2005,176,11.19339364
26/06/2005,177,7.346482037
27/06/2005,178,10.94124827
28/06/2005,179,11.11996938
29/06/2005,180,13.2476903
30/06/2005,181,11.37260254
01/07/2005,182,9.78416607
02/07/2005,183,7.666161711
03/07/2005,184,10.37098796
04/07/2005,185,8.409391194
05/07/2005,186,2.840414127
06/07/2005,187,7.649135921
07/07/2005,188,8.333227092
08/07/2005,189,12.81273225
09/07/2005,190,12.8663762
10/07/2005,191,17.19817094
11/07/2005,192,12.90417237
12/07/2005,193,16.76782965
13/07/2005,194,11.34320366
14/07/2005,195,13.43568241
15/07/2005,196,11.26230427
16/07/2005,197,9.54475135
17/07/2005,198,13.05638118
18/07/2005,199,11.28187919
19/07/2005,200,7.839466867
20/07/2005,201,10.53363326
21/07/2005,202,13.20181642
22/07/2005,203,10.76086977
23/07/2005,204,8.877108668
24/07/2005,205,6.811029434
25/07/2005,206,11.93597647
26/07/2005,207,9.937320882
27/07/2005,208,13.13054511
28/07/2005,209,9.766159139
29/07/2005,210,10.38012756
30/07/2005,211,8.991816934
31/07/2005,212,10.87064024
01/08/2005,213,9.469253474
02/08/2005,214,7.222855871
03/08/2005,215,11.24608127
04/08/2005,216,9.303742579
05/08/2005,217,8.067417312
06/08/2005,218,9.183179208
07/08/2005,219,6.220190616
08/08/2005,220,8.302723791
09/08/2005,221,11.19513612
10/08/2005,222,15.00141004
11/08/2005,223,9.736877365
12/08/2005,224,11.3444749
13/08/2005,225,11.18445292
14/08/2005,226,11.16362473
15/08/2005,227,11.53320123
16/08/2005,228,16.29770879
17/08/2005,229,13.3855041
18/08/2005,230,14.93337053
19/08/2005,231,6.642739988
20/08/2005,232,10.09292196
21/08/2005,233,8.351400316
22/08/2005,234,13.41028893
23/08/2005,235,11.47162332
24/08/2005,236,11.46320309
25/08/2005,237,7.991002508
26/08/2005,238,5.701846002
27/08/2005,239,8.829435499
28/08/2005,240,9.125932756
29/08/2005,241,9.400528816
30/08/2005,242,4.529955082
31/08/2005,243,13.99764916
01/09/2005,244,13.41414884
02/09/2005,245,8.740816017
03/09/2005,246,8.122260954
04/09/2005,247,11.25255087
05/09/2005,248,11.97434109
06/09/2005,249,11.0422787
07/09/2005,250,11.22154936
08/09/2005,251,10.73003403
09/09/2005,252,8.583014945
10/09/2005,253,7.628160376
11/09/2005,254,4.766615922
12/09/2005,255,8.822169461
13/09/2005,256,13.36328808
14/09/2005,257,13.67734276
15/09/2005,258,12.63084885
16/09/2005,259,5.750379333
17/09/2005,260,4.180688557
18/09/2005,261,11.64369025
19/09/2005,262,10.92058818
20/09/2005,263,10.53645149
21/09/2005,264,9.511685091
22/09/2005,265,15.30486415
23/09/2005,266,13.19108181
24/09/2005,267,3.839097416
25/09/2005,268,10.32695182
26/09/2005,269,11.01306668
27/09/2005,270,10.63055918
28/09/2005,271,5.174949206
29/09/2005,272,6.712232487
30/09/2005,273,9.529669705
01/10/2005,274,10.69210149
02/10/2005,275,8.220998469
03/10/2005,276,11.01442113
04/10/2005,277,7.951355071
05/10/2005,278,7.86356781
06/10/2005,279,5.097177576
07/10/2005,280,13.86903557
08/10/2005,281,11.51225962
09/10/2005,282,5.611313107
10/10/2005,283,14.28939685
11/10/2005,284,8.112828496
12/10/2005,285,6.753301561
13/10/2005,286,6.861096131
14/10/2005,287,3.119878107
15/10/2005,288,8.652085367
16/10/2005,289,11.90450045
17/10/2005,290,11.52136425
18/10/2005,291,12.14821317
19/10/2005,292,12.9149755
20/10/2005,293,8.421057446
21/10/2005,294,6.349614605
22/10/2005,295,6.016029153
23/10/2005,296,6.253130533
24/10/2005,297,6.069153075
25/10/2005,298,8.268169208
26/10/2005,299,7.785390031
27/10/2005,300,11.35038256
28/10/2005,301,14.89679238
29/10/2005,302,5.841506773
30/10/2005,303,14.76133326
31/10/2005,304,4.577245758
01/11/2005,305,3.963585971
02/11/2005,306,4.03968146
03/11/2005,307,12.18326228
04/11/2005,308,12.07156105
05/11/2005,309,4.320525299
06/11/2005,310,6.488592458
07/11/2005,311,5.359511763
08/11/2005,312,7.308831309
09/11/2005,313,0.076363158
10/11/2005,314,6.350674698
11/11/2005,315,6.534016769
12/11/2005,316,3.753238955
13/11/2005,317,0.381373256
14/11/2005,318,7.908698447
15/11/2005,319,5.809911489
16/11/2005,320,-0.813055827
17/11/2005,321,-3.383754833
18/11/2005,322,-4.303118302
19/11/2005,323,-3.924602229
20/11/2005,324,-1.125465003
21/11/2005,325,-0.742258106
22/11/2005,326,0.007857992
23/11/2005,327,0.483173387
24/11/2005,328,1.978540192
25/11/2005,329,-2.348460306
26/11/2005,330,2.120748195
27/11/2005,331,1.377030064
28/11/2005,332,2.596239392
29/11/2005,333,0.361375247
30/11/2005,334,-1.047965674
01/12/2005,335,5.383716237
02/12/2005,336,2.192898196
03/12/2005,337,4.631591131
04/12/2005,338,2.008541952
05/12/2005,339,0.406400771
06/12/2005,340,0.049448188
07/12/2005,341,-2.916272634
08/12/2005,342,1.017409543
09/12/2005,343,5.474140163
10/12/2005,344,11.64318062
11/12/2005,345,12.02998564
12/12/2005,346,3.384690997
13/12/2005,347,2.686919391
14/12/2005,348,4.023349659
15/12/2005,349,7.120494547
16/12/2005,350,3.332850316
17/12/2005,351,-0.470997964
18/12/2005,352,-3.207747868
19/12/2005,353,4.078131623
20/12/2005,354,6.171855681
21/12/2005,355,7.370588696
22/12/2005,356,6.648873051
23/12/2005,357,9.011473279
24/12/2005,358,4.370837105
25/12/2005,359,-4.767341259
26/12/2005,360,-3.48232204
27/12/2005,361,-0.402628136
28/12/2005,362,-3.138228676
29/12/2005,363,-4.707344982
30/12/2005,364,-2.660853209
31/12/2005,365,-1.878207922
01/01/2006,366,-0.581142622
02/01/2006,367,-2.060435535
03/01/2006,368,7.0022681
04/01/2006,369,-1.083672415
05/01/2006,370,0.07611459
06/01/2006,371,-1.307385203
07/01/2006,372,-0.635247904
08/01/2006,373,-2.373351857
09/01/2006,374,-4.40402662
10/01/2006,375,6.251987346
11/01/2006,376,3.572673709
12/01/2006,377,3.280319307
13/01/2006,378,7.03143681
14/01/2006,379,3.206608163
15/01/2006,380,1.781099562
16/01/2006,381,6.787300632
17/01/2006,382,2.051752539
18/01/2006,383,6.315066357
19/01/2006,384,9.49495002
20/01/2006,385,2.989840392
21/01/2006,386,5.140511939
22/01/2006,387,2.062604737
23/01/2006,388,4.52527418
24/01/2006,389,4.122437635
25/01/2006,390,2.436874821
26/01/2006,391,0.465351183
27/01/2006,392,1.260637245
28/01/2006,393,2.651593636
29/01/2006,394,1.483870705
30/01/2006,395,-5.810929853
31/01/2006,396,-6.825680719
01/02/2006,397,0.214170418
02/02/2006,398,3.244265611
03/02/2006,399,3.108569891
04/02/2006,400,0.830773192
05/02/2006,401,6.154861022
06/02/2006,402,6.980474848
07/02/2006,403,10.57604151
08/02/2006,404,7.114169228
09/02/2006,405,2.056542197
10/02/2006,406,-3.938977432
11/02/2006,407,4.011390828
12/02/2006,408,6.103710087
13/02/2006,409,6.461586651
14/02/2006,410,5.028047399
15/02/2006,411,4.58299009
16/02/2006,412,4.51519919
17/02/2006,413,3.96514069
18/02/2006,414,-0.921484154
19/02/2006,415,-2.192493311
20/02/2006,416,-0.232214579
21/02/2006,417,-0.603286778
22/02/2006,418,-0.055615315
23/02/2006,419,0.546566054
24/02/2006,420,3.618824786
25/02/2006,421,0.513962036
26/02/2006,422,0.863859739
27/02/2006,423,-0.113004723
28/02/2006,424,-1.928922917
01/03/2006,425,-3.937742318
02/03/2006,426,-4.25149087
03/03/2006,427,-3.610239494
04/03/2006,428,-3.548202914
05/03/2006,429,-2.092718835
06/03/2006,430,-1.87672863
07/03/2006,431,-0.265916202
08/03/2006,432,0.823339143
09/03/2006,433,-2.661480437
10/03/2006,434,0.426897895
11/03/2006,435,-0.481324215
12/03/2006,436,-3.045536956
13/03/2006,437,-1.029555954
14/03/2006,438,2.312547869
15/03/2006,439,3.515672854
16/03/2006,440,2.073397932
17/03/2006,441,3.582818753
18/03/2006,442,3.068184022
19/03/2006,443,2.124708986
20/03/2006,444,3.785711437
21/03/2006,445,2.471146874
22/03/2006,446,-3.348444179
23/03/2006,447,-2.235598512
24/03/2006,448,1.951731042
25/03/2006,449,3.298122939
26/03/2006,450,9.98764475
27/03/2006,451,9.568611719
28/03/2006,452,7.769054785
29/03/2006,453,-0.412374797
30/03/2006,454,3.013840253
31/03/2006,455,5.394276558
01/04/2006,456,4.6478797
02/04/2006,457,4.957837317
03/04/2006,458,2.668034273
04/04/2006,459,-0.269920296
05/04/2006,460,0.121042242
06/04/2006,461,5.170679242
07/04/2006,462,3.664721611
08/04/2006,463,0.926921224
09/04/2006,464,2.368470863
10/04/2006,465,-2.252152173
11/04/2006,466,5.043468014
12/04/2006,467,4.015548675
13/04/2006,468,5.835699322
14/04/2006,469,2.89283573
15/04/2006,470,3.72265397
16/04/2006,471,5.350086389
17/04/2006,472,6.984251121
18/04/2006,473,4.656640463
19/04/2006,474,4.863574926
20/04/2006,475,3.502496725
21/04/2006,476,3.820744722
22/04/2006,477,2.52398013
23/04/2006,478,2.682137155
24/04/2006,479,0.750727693
25/04/2006,480,6.726067195
26/04/2006,481,7.538088112
27/04/2006,482,5.041391251
28/04/2006,483,6.578566399
29/04/2006,484,3.655495003
30/04/2006,485,2.680951064
01/05/2006,486,1.125885646
02/05/2006,487,2.71984886
03/05/2006,488,4.593393908
04/05/2006,489,7.336303345
05/05/2006,490,9.049272698
06/05/2006,491,2.943914171
07/05/2006,492,9.21833776
08/05/2006,493,9.606908948
09/05/2006,494,7.638001333
10/05/2006,495,4.575133927
11/05/2006,496,6.001300404
12/05/2006,497,8.586395777
13/05/2006,498,6.231588249
14/05/2006,499,3.807052997
15/05/2006,500,8.569838483
16/05/2006,501,9.118463307
17/05/2006,502,10.26150075
18/05/2006,503,12.35117054
19/05/2006,504,7.50312417
20/05/2006,505,10.09249928
21/05/2006,506,4.908739302
22/05/2006,507,8.399081958
23/05/2006,508,1.786006449
24/05/2006,509,4.75147845
25/05/2006,510,1.440529182
26/05/2006,511,4.043949157
27/05/2006,512,10.07606758
28/05/2006,513,8.736434785
29/05/2006,514,4.986328408
30/05/2006,515,4.89117296
31/05/2006,516,1.589741666
01/06/2006,517,10.38704656
02/06/2006,518,9.184831381
03/06/2006,519,9.149843284
04/06/2006,520,7.876416599
05/06/2006,521,7.683950586
06/06/2006,522,9.337711738
07/06/2006,523,11.69081904
08/06/2006,524,9.474061942
09/06/2006,525,8.882399753
10/06/2006,526,11.1266328
11/06/2006,527,13.13270884
12/06/2006,528,12.70977907
13/06/2006,529,13.03669301
14/06/2006,530,7.988891062
15/06/2006,531,6.235759208
16/06/2006,532,12.00643724
17/06/2006,533,14.08702768
18/06/2006,534,13.53108211
19/06/2006,535,10.37663154
20/06/2006,536,4.389893923
21/06/2006,537,7.788161696
22/06/2006,538,9.184840182
23/06/2006,539,9.048632103
24/06/2006,540,8.250596811
25/06/2006,541,6.156001201
26/06/2006,542,5.732289338
27/06/2006,543,5.910003755
28/06/2006,544,6.705049166
29/06/2006,545,13.02574205
30/06/2006,546,14.15195706
01/07/2006,547,9.302059992
02/07/2006,548,8.722870097
03/07/2006,549,12.76956424
04/07/2006,550,8.878398029
05/07/2006,551,10.95038866
06/07/2006,552,12.04976237
07/07/2006,553,13.74853716
08/07/2006,554,9.985952228
09/07/2006,555,11.02433895
10/07/2006,556,8.090834908
11/07/2006,557,10.50530954
12/07/2006,558,12.12450016
13/07/2006,559,9.887579562
14/07/2006,560,6.695876164
15/07/2006,561,8.46313595
16/07/2006,562,9.81731002
17/07/2006,563,11.2781372
18/07/2006,564,15.14690856
19/07/2006,565,14.38396471
20/07/2006,566,15.39487852
21/07/2006,567,14.46669718
22/07/2006,568,9.105670365
23/07/2006,569,12.33945277
24/07/2006,570,12.67044345
25/07/2006,571,13.83958413
26/07/2006,572,18.61051292
27/07/2006,573,14.55838974
28/07/2006,574,14.87956581
29/07/2006,575,17.91576091
30/07/2006,576,10.86861781
31/07/2006,577,12.59257705
01/08/2006,578,9.696913195
02/08/2006,579,14.95875916
03/08/2006,580,10.32972579
04/08/2006,581,13.40048148
05/08/2006,582,14.60517732
06/08/2006,583,17.38843932
07/08/2006,584,6.221463647
08/08/2006,585,5.992211451
09/08/2006,586,11.11801672
10/08/2006,587,12.07747477
11/08/2006,588,10.24830427
12/08/2006,589,11.04545364
13/08/2006,590,8.994823754
14/08/2006,591,12.42684937
15/08/2006,592,14.37733818
16/08/2006,593,9.18964745
17/08/2006,594,8.452069127
18/08/2006,595,12.80003934
19/08/2006,596,12.36812658
20/08/2006,597,12.83285459
21/08/2006,598,11.83024668
22/08/2006,599,8.850100584
23/08/2006,600,12.05825573
24/08/2006,601,8.197494366
25/08/2006,602,7.396921873
26/08/2006,603,14.83423613
27/08/2006,604,14.44755052
28/08/2006,605,13.59749387
29/08/2006,606,11.6330858
30/08/2006,607,10.36565194
31/08/2006,608,10.85569259
01/09/2006,609,14.01591364
02/09/2006,610,6.287384458
03/09/2006,611,8.702624631
04/09/2006,612,9.479488294
05/09/2006,613,13.88569596
06/09/2006,614,15.15740824
07/09/2006,615,10.23383752
08/09/2006,616,3.943618988
09/09/2006,617,7.849456944
10/09/2006,618,7.330849204
11/09/2006,619,14.57148237
12/09/2006,620,14.70549481
13/09/2006,621,15.60460483
14/09/2006,622,12.50721505
15/09/2006,623,6.547584929
16/09/2006,624,4.020043054
17/09/2006,625,10.38798469
18/09/2006,626,6.793325062
19/09/2006,627,9.570105571
20/09/2006,628,12.36059692
21/09/2006,629,16.96715844
22/09/2006,630,13.54486747
23/09/2006,631,14.97404379
24/09/2006,632,16.09388039
25/09/2006,633,11.7207995
26/09/2006,634,9.901959063
27/09/2006,635,9.202581925
28/09/2006,636,12.33700099
29/09/2006,637,10.97407504
30/09/2006,638,8.941377495
01/10/2006,639,11.87857048
02/10/2006,640,6.342088354
03/10/2006,641,9.166049913
04/10/2006,642,3.640721588
05/10/2006,643,9.523957099
06/10/2006,644,12.67215609
07/10/2006,645,10.32975553
08/10/2006,646,8.810438012
09/10/2006,647,8.688373753
10/10/2006,648,2.743484008
11/10/2006,649,7.760045528
12/10/2006,650,6.141118951
13/10/2006,651,7.12514718
14/10/2006,652,9.371473581
15/10/2006,653,7.26498927
16/10/2006,654,1.086132397
17/10/2006,655,8.561373149
18/10/2006,656,7.484552407
19/10/2006,657,10.16258174
20/10/2006,658,10.0986493
21/10/2006,659,8.240479125
22/10/2006,660,6.004751755
23/10/2006,661,5.453005892
24/10/2006,662,5.689130044
25/10/2006,663,7.830137932
26/10/2006,664,9.851274207
27/10/2006,665,3.844023736
28/10/2006,666,13.26423694
29/10/2006,667,7.903752093
30/10/2006,668,7.689758815
31/10/2006,669,6.927079848
01/11/2006,670,0.037220272
02/11/2006,671,1.570284748
03/11/2006,672,0.901097494
04/11/2006,673,6.809125051
05/11/2006,674,8.065921336
06/11/2006,675,7.117784719
07/11/2006,676,5.971978221
08/11/2006,677,8.745655896
09/11/2006,678,8.381384069
10/11/2006,679,4.422885137
11/11/2006,680,7.693560389
12/11/2006,681,4.256339334
13/11/2006,682,10.86451345
14/11/2006,683,7.420566056
15/11/2006,684,5.718797704
16/11/2006,685,4.307228245
17/11/2006,686,3.406227059
18/11/2006,687,-1.501574877
19/11/2006,688,-2.345393205
20/11/2006,689,0.958177998
21/11/2006,690,4.156853756
22/11/2006,691,0.826294722
23/11/2006,692,4.256942401
24/11/2006,693,4.119417259
25/11/2006,694,5.508435382
26/11/2006,695,7.145202172
27/11/2006,696,9.33288834
28/11/2006,697,7.356874734
29/11/2006,698,3.789114641
30/11/2006,699,10.27619602
01/12/2006,700,5.981532041
02/12/2006,701,6.213884224
03/12/2006,702,6.371161819
04/12/2006,703,3.298810992
05/12/2006,704,5.395158009
06/12/2006,705,3.384830602
07/12/2006,706,4.328539353
08/12/2006,707,3.270320037
09/12/2006,708,1.439734
10/12/2006,709,1.037550208
11/12/2006,710,5.332187088
12/12/2006,711,6.698802975
13/12/2006,712,8.045630022
14/12/2006,713,8.581188752
15/12/2006,714,5.988205378
16/12/2006,715,2.821145785
17/12/2006,716,3.021955977
18/12/2006,717,1.391579601
19/12/2006,718,-2.081228951
20/12/2006,719,0.678135442
21/12/2006,720,1.407012522
22/12/2006,721,6.117562931
23/12/2006,722,3.215192858
24/12/2006,723,3.981254535
25/12/2006,724,0.023094595
26/12/2006,725,5.62952871
27/12/2006,726,0.992043406
28/12/2006,727,2.248125456
29/12/2006,728,5.044832729
30/12/2006,729,3.894685238
31/12/2006,730,3.639806628
01/01/2007,731,2.809929388
02/01/2007,732,2.957449177
03/01/2007,733,5.809023003
04/01/2007,734,8.300001936
05/01/2007,735,7.680640177
06/01/2007,736,5.220290291
07/01/2007,737,7.475930387
08/01/2007,738,3.789830829
09/01/2007,739,9.787898955
10/01/2007,740,3.202497745
11/01/2007,741,4.517556314
12/01/2007,742,5.558086669
13/01/2007,743,7.532924832
14/01/2007,744,4.734489752
15/01/2007,745,9.172832992
16/01/2007,746,0.969523162
17/01/2007,747,0.653887072
18/01/2007,748,-2.394348184
19/01/2007,749,2.182004328
20/01/2007,750,2.672512674
21/01/2007,751,1.072140631
22/01/2007,752,-1.648550341
23/01/2007,753,-2.244989096
24/01/2007,754,0.428539761
25/01/2007,755,-1.380347155
26/01/2007,756,4.975680239
27/01/2007,757,5.815174513
28/01/2007,758,7.911638955
29/01/2007,759,9.188370844
30/01/2007,760,5.962575223
31/01/2007,761,8.019815163
01/02/2007,762,9.588273116
02/02/2007,763,7.01642736
03/02/2007,764,1.762974305
04/02/2007,765,1.680444459
05/02/2007,766,-0.184046955
06/02/2007,767,-4.163144453
07/02/2007,768,-1.401850629
08/02/2007,769,1.678184299
09/02/2007,770,3.158663101
10/02/2007,771,3.225839315
11/02/2007,772,3.000535907
12/02/2007,773,3.513600446
13/02/2007,774,3.604828347
14/02/2007,775,0.907914965
15/02/2007,776,1.695488084
16/02/2007,777,7.314977663
17/02/2007,778,7.576419415
18/02/2007,779,1.238130963
19/02/2007,780,6.483287488
20/02/2007,781,7.70040089
21/02/2007,782,5.09638263
22/02/2007,783,7.500440714
23/02/2007,784,9.327896135
24/02/2007,785,6.348408038
25/02/2007,786,2.000740912
26/02/2007,787,0.359078159
27/02/2007,788,0.220248316
28/02/2007,789,3.283040095
01/03/2007,790,2.637880338
02/03/2007,791,-6.320441638
03/03/2007,792,-0.813731753
04/03/2007,793,-1.315264793
05/03/2007,794,3.462319519
06/03/2007,795,5.662270442
07/03/2007,796,4.917483712
08/03/2007,797,2.251921051
09/03/2007,798,3.706548052
10/03/2007,799,7.716836561
11/03/2007,800,10.50026623
12/03/2007,801,4.610460589
13/03/2007,802,6.712961225
14/03/2007,803,5.516085654
15/03/2007,804,7.295014435
16/03/2007,805,1.354823024
17/03/2007,806,7.172712099
18/03/2007,807,1.324528952
19/03/2007,808,0.551174702
20/03/2007,809,0.875769457
21/03/2007,810,-3.052364184
22/03/2007,811,8.396935438
23/03/2007,812,3.482949523
24/03/2007,813,5.328980732
25/03/2007,814,4.266354147
26/03/2007,815,4.008667486
27/03/2007,816,3.357552614
28/03/2007,817,5.692856746
29/03/2007,818,2.677307742
30/03/2007,819,2.428911005
31/03/2007,820,2.177350708
01/04/2007,821,3.893272141
02/04/2007,822,-2.642351171
03/04/2007,823,2.456980212
04/04/2007,824,-1.427038732
05/04/2007,825,3.679615664
06/04/2007,826,2.338018438
07/04/2007,827,1.698398316
08/04/2007,828,3.814893836
09/04/2007,829,7.007482565
10/04/2007,830,10.42148741
11/04/2007,831,10.33924983
12/04/2007,832,4.958861228
13/04/2007,833,4.170437038
14/04/2007,834,8.26671942
15/04/2007,835,10.31116548
16/04/2007,836,4.395133118
17/04/2007,837,2.105885947
18/04/2007,838,-0.74153269
19/04/2007,839,7.335759971
20/04/2007,840,5.080264857
21/04/2007,841,8.77942978
22/04/2007,842,7.889775319
23/04/2007,843,9.358542886
24/04/2007,844,9.830991322
25/04/2007,845,9.725755378
26/04/2007,846,2.35382498
27/04/2007,847,3.773104749
28/04/2007,848,2.148843638
29/04/2007,849,4.679779469
30/04/2007,850,1.672170581
01/05/2007,851,3.329328998
02/05/2007,852,5.340591541
03/05/2007,853,7.796484295
04/05/2007,854,9.601152654
05/05/2007,855,9.097915575
06/05/2007,856,10.91192026
07/05/2007,857,8.455229044
08/05/2007,858,6.329043834
09/05/2007,859,4.778654087
10/05/2007,860,6.517067848
11/05/2007,861,7.808798262
12/05/2007,862,9.343186621
13/05/2007,863,3.745909086
14/05/2007,864,5.405467629
15/05/2007,865,2.810484761
16/05/2007,866,4.524667069
17/05/2007,867,7.609869422
18/05/2007,868,10.04570514
19/05/2007,869,6.721683391
20/05/2007,870,7.74898632
21/05/2007,871,1.857420063
22/05/2007,872,7.634184355
23/05/2007,873,9.527419634
24/05/2007,874,12.71895508
25/05/2007,875,7.448715198
26/05/2007,876,4.209166005
27/05/2007,877,3.722193443
28/05/2007,878,0.386046531
29/05/2007,879,5.661018264
30/05/2007,880,8.839921159
31/05/2007,881,10.54459595
01/06/2007,882,9.530334266
02/06/2007,883,12.70339065
03/06/2007,884,15.59329295
04/06/2007,885,13.10638478
05/06/2007,886,12.9151382
06/06/2007,887,10.12182959
07/06/2007,888,9.517379224
08/06/2007,889,12.77310008
09/06/2007,890,9.505225785
10/06/2007,891,12.50193451
11/06/2007,892,11.78198375
12/06/2007,893,12.89490703
13/06/2007,894,12.48302186
14/06/2007,895,10.38142099
15/06/2007,896,9.370366176
16/06/2007,897,8.782680092
17/06/2007,898,8.086977
18/06/2007,899,11.80734252
19/06/2007,900,12.78055012
20/06/2007,901,12.84520125
21/06/2007,902,13.43583687
22/06/2007,903,12.307363
23/06/2007,904,13.25701152
24/06/2007,905,7.122382525
25/06/2007,906,8.026868429
26/06/2007,907,4.667120761
27/06/2007,908,6.756120271
28/06/2007,909,7.413464652
29/06/2007,910,7.672674467
30/06/2007,911,5.057993153
01/07/2007,912,12.51634933
02/07/2007,913,13.21118866
03/07/2007,914,12.13731076
04/07/2007,915,12.86495356
05/07/2007,916,12.92387965
06/07/2007,917,12.29994415
07/07/2007,918,13.80665314
08/07/2007,919,13.00871741
09/07/2007,920,9.158424075
10/07/2007,921,8.542377554
11/07/2007,922,10.07200744
12/07/2007,923,10.20299435
13/07/2007,924,13.99284354
14/07/2007,925,14.92012717
15/07/2007,926,9.451295263
16/07/2007,927,10.68973472
17/07/2007,928,10.90804837
18/07/2007,929,7.532347833
19/07/2007,930,12.74140017
20/07/2007,931,12.19708318
21/07/2007,932,12.07962846
22/07/2007,933,9.325468509
23/07/2007,934,6.253604728
24/07/2007,935,8.235411727
25/07/2007,936,9.380707668
26/07/2007,937,9.079003165
